id,pair,source_filter,blocked_direction,flip_direction,entry_price,pnl_pct,peak_pct,trough_pct,exit_reason,is_paper,entry_at,exit_at,entry_cohort,entry_gap,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_adx_delta,entry_pos_di,entry_neg_di,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_atr_pct,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_range_position,entry_btc_adx,entry_btc_rsi,entry_btc_ema20_slope,entry_btc_1h_slope,entry_btc_dist_from_ema13_pct,entry_macro_trend,entry_btc_regime,entry_ema20_slope,entry_ema50_slope,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_pair_volume_24h_usd,entry_pair_rank,entry_quality_score,entry_btc_adx_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev
33,BELUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.12971,0.5826,0.8326,0.0,trail,True,2026-07-06T20:35:52.783849,2026-07-06T20:37:37.961378,,0.1446,53.16,45.8,20.0416,20.7486,-0.707,18.038335589123932,22.42910954958269,0.1682,0.0965,0.3082,0.3092,1.0033,-0.9715,0.5749,70.0,23.3682,60.3,0.0492,0.3422,0.1643,BULLISH,HEALTHY_BULL,0.0416,-0.7477,0.4263,0.4676,47.5,37.5,132708256.32213,22,0,22.7922,62.6,37.9,0.1445,63.7,62.1
34,1000BONKUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.004431,1.1267,1.3767,-0.1354,trail,True,2026-07-06T20:34:51.820843,2026-07-06T20:49:01.075080,,0.5228,57.99,55.32,17.1341,17.5933,-0.4591,22.090486234280444,17.652957449230353,0.2297,0.2187,0.4297,0.4315,1.1967,-0.9229,0.8824,91.7,22.7698,62.0,0.0215,0.3442,0.2148,BULLISH,HEALTHY_BULL,0.2918,-0.6431,0.5897,0.5236,35.0,47.5,110378540.235471,25,1,22.2391,54.1,38.0,0.1516,63.9,62.1
32,BELUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.12966,0.5598,0.8098,-0.0308,trail,True,2026-07-06T20:25:42.672135,2026-07-06T20:28:17.211343,,0.1388,52.99,50.52,21.0109,22.2723,-1.2614,20.615842028828272,22.609489111060878,0.2296,0.0831,0.2735,0.2742,1.0058,-1.125,0.588,61.6,21.5184,43.9,-0.0328,0.311,-0.0694,BEARISH,HEALTHY_BEAR,0.1445,-0.951,0.4076,0.5362,30.0,62.5,132594095.97672,22,1,22.7824,45.4,47.6,0.1371,60.3,62.1
31,VANRYUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.007646,0.3385,0.5885,-0.1439,trail,True,2026-07-06T20:21:38.893191,2026-07-06T20:22:11.065087,,0.2378,56.25,47.47,17.5275,18.3743,-0.8468,23.310827412707923,20.457753335075655,0.3093,0.1192,1.4032,1.4231,2.0044,-1.9958,1.858,92.8,22.6978,43.8,-0.0461,0.3111,-0.0764,BEARISH,HEALTHY_BEAR,0.1783,-1.3915,0.4193,0.6886,27.5,62.5,675830748.795035,7,2,24.2231,40.9,56.5,0.1406,60.3,62.1
30,BLURUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.02007,0.8462,1.0962,-0.0498,trail,True,2026-07-06T20:17:34.968817,2026-07-06T20:19:06.477215,,0.1158,53.85,45.49,25.0812,26.1004,-1.0191,19.77914773032257,15.59358382307418,0.0966,0.0171,0.5932,0.5968,2.1078,2.9274,0.6767,57.6,24.2282,39.7,-0.061,0.3056,-0.1437,BEARISH,HEALTHY_BEAR,0.0727,1.7885,0.4893,0.9934,12.5,67.5,71698188.25455,32,2,25.5575,38.4,57.4,0.1476,59.6,62.1
29,1000BONKUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.00439,0.5928,0.8428,0.0,trail,True,2026-07-06T20:01:16.795777,2026-07-06T20:04:59.325600,,0.0501,51.03,47.73,21.4565,22.4953,-1.0387,18.76909790501541,22.012495555954604,0.0711,0.0764,0.2042,0.2046,1.505,-1.5736,0.3524,74.9,27.2402,43.6,-0.0116,0.3164,-0.142,NEUTRAL,CHOPPY_FLAT,0.0473,-0.8904,0.4331,0.2446,25.0,40.0,108995576.875981,25,0,28.8851,47.5,55.7,0.1599,61.1,62.1
28,PUMPUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.001653,0.234,0.484,0.0,trail,True,2026-07-06T19:49:56.184657,2026-07-06T19:52:06.620884,,0.2257,59.3,58.02,20.5677,20.597,-0.0293,24.500556548512563,16.270226159268482,0.0774,0.0839,0.0888,0.0889,0.4225,0.4916,0.2505,83.3,31.4688,60.4,0.0329,0.3548,0.108,BULLISH,STRONG_BULL,0.0971,0.2841,0.4716,0.6769,62.5,25.0,69918334.97436,33,2,31.5247,58.4,61.9,0.1603,63.8,61.7
27,USELESSUSDT,PASS:FLIP_SHORT_BTC1H_SLOPE,SHORT,SHORT,0.09608,-0.7,0.3018,-0.7702,sl,True,2026-07-06T18:51:44.896992,2026-07-06T19:04:14.803990,,0.2861,56.9,54.27,29.8659,30.4914,-0.6255,29.519132854594528,18.978610722598894,0.1131,0.0364,0.5156,0.5183,1.2542,1.325,0.6686,52.9,39.2954,60.0,0.0456,0.3874,0.0936,BULLISH,STRONG_BULL,0.1793,0.7715,0.7118,0.4314,62.5,27.5,40924715.49165,48,3,39.6246,57.9,62.0,0.1939,63.0,60.3
25,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,62858.6,-0.7,0.1312,-0.7498,sl,True,2026-07-06T15:44:08.624090,2026-07-06T15:51:04.029941,,,,,,,,,,,,,,,,,,,,,,,BULLISH,STRONG_BULL,,,,,,,,,,,,,,,
19,USELESSUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,0.09186,0.4358,0.6858,0.0,trail,True,2026-07-06T15:44:05.359403,2026-07-06T15:44:19.689164,C6,0.389,62.88,56.17,20.731,20.4489,0.2822,26.230366245047744,15.940927729601876,0.0884,0.1248,0.4957,0.4982,0.7387,0.5537,0.7126,96.9,30.6848,69.7,0.1321,-0.2803,0.5726,BULLISH,STRONG_BULL,0.1425,0.3703,0.9745,0.7876,82.9,9.8,48400008.24057,38,4,29.5853,60.0,68.6,0.3122,48.9,34.5
24,USELESSUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,0.09186,-0.7,0.0653,-0.8709,sl,True,2026-07-06T15:44:05.359382,2026-07-06T15:50:51.910551,C6,0.389,62.88,56.17,20.731,20.4489,0.2822,26.230366245047744,15.940927729601876,0.0884,0.1248,0.4957,0.4982,0.7387,0.5537,0.7126,96.9,30.6848,69.7,0.1321,-0.2803,0.5726,BULLISH,STRONG_BULL,0.1425,0.3703,0.9745,0.7876,82.9,9.8,48400008.24057,38,4,29.5853,60.0,68.6,0.3122,48.9,34.5
22,TAOUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,210.36,0.2206,0.4706,-0.0048,trail,True,2026-07-06T15:41:52.766350,2026-07-06T15:46:03.329678,W1+W2,0.2247,60.74,51.46,22.3367,21.5169,0.8197,30.07920559288638,15.15510965446117,0.0681,0.0861,0.2733,0.274,0.4098,-0.0274,0.4287,89.4,29.825,63.6,0.0986,-0.3111,0.2721,BULLISH,STRONG_BULL,0.0736,-0.0203,0.8499,0.5434,80.5,9.8,68505955.48,32,2,29.5853,60.0,68.6,0.2854,45.0,34.5
23,TAOUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,210.36,-0.7,0.0048,-0.7083,sl,True,2026-07-06T15:41:52.766321,2026-07-06T15:50:51.905568,W1+W2,0.2247,60.74,51.46,22.3367,21.5169,0.8197,30.07920559288638,15.15510965446117,0.0681,0.0861,0.2733,0.274,0.4098,-0.0274,0.4287,89.4,29.825,63.6,0.0986,-0.3111,0.2721,BULLISH,STRONG_BULL,0.0736,-0.0203,0.8499,0.5434,80.5,9.8,68505955.48,32,2,29.5853,60.0,68.6,0.2854,45.0,34.5
10,UNIUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,3.159,0.3831,0.6331,-0.1266,trail,True,2026-07-06T15:35:15.070436,2026-07-06T15:42:20.044963,W2,0.4484,63.55,63.82,19.0622,18.7391,0.323,26.741461054772202,16.648284311895033,0.1069,0.161,0.1334,0.1336,0.4207,0.536,0.402,90.2,29.7779,60.1,0.1257,-0.3245,0.174,BULLISH,STRONG_BULL,0.2016,0.3474,1.1283,0.8182,82.9,14.6,41409476.935,44,3,29.4169,65.5,60.9,0.3033,43.1,34.5
13,UNIUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,3.159,-0.7,0.1266,-0.7597,sl,True,2026-07-06T15:35:15.070411,2026-07-06T15:43:45.464204,W2,0.4484,63.55,63.82,19.0622,18.7391,0.323,26.741461054772202,16.648284311895033,0.1069,0.161,0.1334,0.1336,0.4207,0.536,0.402,90.2,29.7779,60.1,0.1257,-0.3245,0.174,BULLISH,STRONG_BULL,0.2016,0.3474,1.1283,0.8182,82.9,14.6,41409476.935,44,3,29.4169,65.5,60.9,0.3033,43.1,34.5
26,LTCUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,44.45,0.9873,1.2373,-0.1125,trail,True,2026-07-06T15:35:15.026267,2026-07-06T16:00:36.996470,W2,0.2513,60.25,60.2,19.6419,19.1651,0.4769,27.04919744889348,15.940295736010142,0.0631,0.0964,0.0156,0.0156,0.2659,0.1047,0.1752,79.5,29.7779,60.1,0.1257,-0.3245,0.174,BULLISH,STRONG_BULL,0.1001,0.0629,1.1283,0.8775,82.9,14.6,72289293.04,30,2,29.4169,65.5,60.9,0.3033,43.1,34.5
18,LTCUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,44.45,-0.7,0.1125,-0.7649,sl,True,2026-07-06T15:35:15.026243,2026-07-06T15:44:10.644770,W2,0.2513,60.25,60.2,19.6419,19.1651,0.4769,27.04919744889348,15.940295736010142,0.0631,0.0964,0.0156,0.0156,0.2659,0.1047,0.1752,79.5,29.7779,60.1,0.1257,-0.3245,0.174,BULLISH,STRONG_BULL,0.1001,0.0629,1.1283,0.8775,82.9,14.6,72289293.04,30,2,29.4169,65.5,60.9,0.3033,43.1,34.5
11,DOTUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,0.868,0.326,0.576,-0.2304,trail,True,2026-07-06T15:33:02.079487,2026-07-06T15:42:57.213327,W2,0.3849,62.2,61.75,24.8814,23.9892,0.8922,23.98836305372227,11.164644319281361,0.0909,0.1405,0.0542,0.0542,0.3922,0.3619,0.2859,83.3,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.156,0.2315,1.0225,1.0327,80.5,14.6,40019714.28,46,4,29.4169,65.5,60.9,0.2998,43.1,34.5
16,DOTUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,0.868,-0.7,0.2304,-0.8065,sl,True,2026-07-06T15:33:02.079463,2026-07-06T15:44:04.599164,W2,0.3849,62.2,61.75,24.8814,23.9892,0.8922,23.98836305372227,11.164644319281361,0.0909,0.1405,0.0542,0.0542,0.3922,0.3619,0.2859,83.3,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.156,0.2315,1.0225,1.0327,80.5,14.6,40019714.28,46,4,29.4169,65.5,60.9,0.2998,43.1,34.5
20,ONDOUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,0.3323,0.6528,0.9028,-0.3611,trail,True,2026-07-06T15:33:02.043397,2026-07-06T15:44:23.711245,W2+W4,0.3602,60.87,53.5,24.1787,23.4986,0.68,27.84492234197289,14.021107906235297,0.0673,0.1307,0.1577,0.158,0.4913,0.5102,0.3563,67.2,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1104,0.3425,1.0225,0.8959,80.5,14.6,47156289.53804,41,3,29.4169,65.5,60.9,0.2998,43.1,34.5
15,ONDOUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,0.3323,-0.7,0.3611,-0.8125,sl,True,2026-07-06T15:33:02.043376,2026-07-06T15:44:03.590796,W2+W4,0.3602,60.87,53.5,24.1787,23.4986,0.68,27.84492234197289,14.021107906235297,0.0673,0.1307,0.1577,0.158,0.4913,0.5102,0.3563,67.2,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1104,0.3425,1.0225,0.8959,80.5,14.6,47156289.53804,41,3,29.4169,65.5,60.9,0.2998,43.1,34.5
21,HYPEUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,70.11,0.6343,0.8843,-0.1983,trail,True,2026-07-06T15:33:01.683609,2026-07-06T15:45:56.206063,W2+W4,0.3164,57.81,56.36,28.4742,28.0249,0.4493,27.980069253111967,13.68334950357063,0.0699,0.1204,0.0008,0.0008,0.4189,0.1747,0.1911,70.3,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1198,0.1153,1.0225,0.6966,80.5,14.6,628094367.3783,6,3,29.4169,65.5,60.9,0.2998,43.1,34.5
12,HYPEUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,70.11,-0.7,0.1983,-0.7303,sl,True,2026-07-06T15:33:01.683589,2026-07-06T15:43:45.461465,W2+W4,0.3164,57.81,56.36,28.4742,28.0249,0.4493,27.980069253111967,13.68334950357063,0.0699,0.1204,0.0008,0.0008,0.4189,0.1747,0.1911,70.3,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1198,0.1153,1.0225,0.6966,80.5,14.6,628094367.3783,6,3,29.4169,65.5,60.9,0.2998,43.1,34.5
9,SOLUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,80.63,0.4569,0.7069,-0.2604,trail,True,2026-07-06T15:33:01.630100,2026-07-06T15:42:04.972266,W2,0.268,57.86,53.89,22.8743,22.2177,0.6566,27.86439464974824,14.544032507499344,0.0682,0.0988,0.0519,0.0519,0.3804,0.2206,0.2191,81.2,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1025,0.1416,1.0225,0.7011,80.5,14.6,1667345509.4747,3,4,29.4169,65.5,60.9,0.2998,43.1,34.5
8,SOLUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,80.63,-0.7,0.2604,-0.7069,sl,True,2026-07-06T15:33:01.630080,2026-07-06T15:41:44.836007,W2,0.268,57.86,53.89,22.8743,22.2177,0.6566,27.86439464974824,14.544032507499344,0.0682,0.0988,0.0519,0.0519,0.3804,0.2206,0.2191,81.2,29.7779,61.2,0.1286,-0.3238,0.1997,BULLISH,STRONG_BULL,0.1025,0.1416,1.0225,0.7011,80.5,14.6,1667345509.4747,3,4,29.4169,65.5,60.9,0.2998,43.1,34.5
14,BTCUSDT,SPIKE_REV_BTC,LONG,SHORT,62375.0,-0.7,0.2099,-0.7957,sl,True,2026-07-06T15:12:06.433839,2026-07-06T15:44:03.588091,,,,,,,,,,,,,,,,,,,,,,,BULLISH,HEALTHY_BULL,,,,,,,,,,,,,,,
17,TAOUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,209.79,-0.7,0.3718,-0.7436,sl,True,2026-07-06T15:07:33.097491,2026-07-06T15:44:10.641847,,0.1458,59.86,48.55,20.1035,20.3652,-0.2617,25.041246045904096,17.87367982330968,0.0691,0.0597,0.2769,0.2776,0.4251,-0.2411,0.4068,77.2,24.5989,64.6,0.1116,-0.3322,0.4548,BULLISH,HEALTHY_BULL,0.0699,-0.1495,1.0402,0.6913,87.8,7.3,68913217.55,32,0,23.9127,60.9,57.8,0.3113,41.9,34.5
1,HMSTRUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.0003147,-0.7,0.2224,-0.7309,sl,True,2026-07-06T15:01:59.092024,2026-07-06T15:03:09.609426,,0.5699,56.33,49.88,24.6166,25.3525,-0.7359,29.45453900509738,21.748743610979844,0.1193,0.1162,1.0367,1.0476,2.0824,1.6872,1.2857,55.2,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.3759,1.4327,1.0083,0.8032,82.9,7.3,73559320.1344758,31,1,23.5297,54.5,54.4,0.3094,36.4,34.5
2,BELUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.13181,-0.7,0.0,-0.7511,sl,True,2026-07-06T15:01:59.069895,2026-07-06T15:04:11.314206,,0.3223,55.44,43.88,16.6418,17.6359,-0.9942,17.40443875974782,18.748405673653274,0.1615,0.1476,0.7634,0.7693,1.6207,-0.0554,1.081,94.4,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.0742,0.0431,1.0083,0.7083,82.9,7.3,116500023.96969,22,1,23.5297,54.5,54.4,0.3094,36.4,34.5
5,1000PEPEUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,0.0026669,0.7774,1.0274,0.0,trail,True,2026-07-06T15:01:59.060258,2026-07-06T15:10:09.105166,W6,0.3443,59.47,58.56,27.2173,27.3108,-0.0934,27.219958669346468,15.985349115415081,0.0924,0.1429,0.1269,0.1271,0.4693,-0.0421,0.3628,76.4,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.1509,0.0006,1.0083,0.364,82.9,7.3,168959649.2256004,17,5,23.5297,54.5,54.4,0.3094,36.4,34.5
3,1000PEPEUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,0.0026669,-0.7,0.0,-0.7124,sl,True,2026-07-06T15:01:59.060241,2026-07-06T15:09:08.146453,W6,0.3443,59.47,58.56,27.2173,27.3108,-0.0934,27.219958669346468,15.985349115415081,0.0924,0.1429,0.1269,0.1271,0.4693,-0.0421,0.3628,76.4,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.1509,0.0006,1.0083,0.364,82.9,7.3,168959649.2256004,17,5,23.5297,54.5,54.4,0.3094,36.4,34.5
7,DOGEUSDT,PASS:FLIP_SHORT_REGIME,SHORT,SHORT,0.07564,-0.7,0.0925,-0.7007,sl,True,2026-07-06T15:01:59.033589,2026-07-06T15:41:43.828801,,0.1675,57.75,53.68,24.5685,25.1469,-0.5784,23.417605142927925,16.595436347649837,0.0697,0.0809,0.1631,0.1634,0.3806,-0.3822,0.3144,83.5,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.0814,-0.2293,1.0083,0.4912,82.9,7.3,325248449.39586,12,0,23.5297,54.5,54.4,0.3094,36.4,34.5
4,XRPUSDT,PASS:LONG_UNMATCHED_ONLY,LONG,LONG,1.1239,0.275,0.525,-0.0356,trail,True,2026-07-06T15:01:59.029927,2026-07-06T15:10:09.102405,W6,0.2089,59.72,57.42,23.996,24.4114,-0.4154,24.31193480548647,16.687720678080513,0.0763,0.0948,0.1198,0.12,0.3353,-0.2822,0.2913,85.4,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.0959,-0.174,1.0083,0.4514,82.9,7.3,544833869.8902,8,4,23.5297,54.5,54.4,0.3094,36.4,34.5
6,XRPUSDT,LONG_UNMATCHED_ONLY,LONG,SHORT,1.1239,-0.7,0.0356,-0.7207,sl,True,2026-07-06T15:01:59.029911,2026-07-06T15:41:32.737502,W6,0.2089,59.72,57.42,23.996,24.4114,-0.4154,24.31193480548647,16.687720678080513,0.0763,0.0948,0.1198,0.12,0.3353,-0.2822,0.2913,85.4,23.5132,57.2,0.0544,-0.3651,0.2032,BULLISH,HEALTHY_BULL,0.0959,-0.174,1.0083,0.4514,82.9,7.3,544833869.8902,8,4,23.5297,54.5,54.4,0.3094,36.4,34.5
