binance_order_id,cell_lev_multiplier,cell_multiplier,cell_multiplier_capped,cell_multiplier_source,close_initiated_at,close_reason,closed_at,closing_in_progress,confidence,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,current_price,current_tp_level,direction,dynamic_tp_target,ema13_strict_held_pnl_pct,ema5_went_negative,entry_adx,entry_adx_delta,entry_adx_prev,entry_atr_pct,entry_bear_pct,entry_btc_1h_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_atr_pct,entry_btc_dist_from_ema13_pct,entry_btc_ema20_slope,entry_btc_regime,entry_btc_regime_started_at,entry_btc_rsi,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_trend_gap_pct,entry_bull_pct,entry_dist_from_ema13_pct,entry_ema20_slope,entry_ema50_slope,entry_ema5_stretch,entry_ema_gap_5_8,entry_fee,entry_funding_rate,entry_gap,entry_global_volume_ratio,entry_macro_trend,entry_neg_di,entry_order_type,entry_pair_ema20_ema50_gap_pct,entry_pair_volume_24h_usd,entry_pair_volume_ratio,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,entry_pos_di,entry_price,entry_price_vs_ema5_pct,entry_quality_score,entry_range_position,entry_rsi,entry_rsi_prev,exit_btc_regime,exit_btc_trend_gap_pct,exit_ema5_crossed,exit_ema5_slope_pct,exit_fee,exit_order_type,exit_pair_ema20_ema50_gap_pct,exit_price,exit_price_vs_ema5_pct,exit_slippage_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,first_rsi2_minutes,first_rsi2_pnl,first_rsi3_minutes,first_rsi3_pnl,fl1_origin,fl2_flag_pnl,fl2_flagged,fl2_flagged_at,high_price_since_entry,id,investment,is_paper,leverage,low_price_since_entry,no_expansion_last_check,notes,notional_value,opened_at,pair,pattern_cell_source,pattern_fixed_sl_pct,pattern_fixed_tp_pct,peak_ema5_dist_pct,peak_ema5_gap,peak_ema5_slope_pct,peak_pnl,peak_reached_at,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_tick_a_pnl,phantom_tick_a_triggered_at,phantom_tick_b_pnl,phantom_tick_b_triggered_at,phantom_tick_c_pnl,phantom_tick_c_triggered_at,phantom_tick_d_pnl,phantom_tick_d_triggered_at,phantom_tick_e_pnl,phantom_tick_e_triggered_at,phantom_tick_f_pnl,phantom_tick_f_triggered_at,phantom_tick_g_pnl,phantom_tick_g_triggered_at,pnl,pnl_percentage,post_arm_min_pnl_at,post_arm_min_pnl_pct,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_final_pnl,post_exit_floor_before_signal_regain,post_exit_peak_before_signal_lost,post_exit_peak_minutes,post_exit_peak_pnl,post_exit_pnl_at_15min,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_30min,post_exit_pnl_at_5min,post_exit_pnl_at_signal_lost,post_exit_pnl_at_signal_regained,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_signal_lost_minutes,post_exit_signal_regained_minutes,post_exit_trough_minutes,post_exit_trough_pnl,protective_sl_order_id,protective_tp_order_id,quantity,regime_comeback_at,regime_comeback_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_opposite_at,regime_opposite_pnl,signal_active_at_close,signal_lost_flag_pnl,signal_lost_flagged,signal_lost_flagged_at,status,total_fee,trailing_confirmed_at,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trough_ema5_dist_pct,trough_pnl,trough_reached_at
,1.0,1.0,False,C4,,EMA13_CROSS_EXIT L1,2026-05-27T01:26:11.676614,False,VERY_STRONG,,,,,0.10818,1,LONG,0.45,-0.6852973245372895,ENDED_NEG,23.6543,0.3491,23.3053,0.8494,23.7,-0.1577,21.8228,20.9625,0.0941,0.0311,0.0326,HEALTHY_BULL,,56.5,40.0,41.0,63.0,53.2,0.0528,65.8,0.4033,0.1222,0.4843,0.2259,0.1011,4.5,5e-05,0.2622,0.8199,BULLISH,12.314699954476385,TAKER_FALLBACK,0.8997,143384788.26265,0.7098,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,21.984261729370683,0.10914,0.2264,6.0,71.5,57.22,51.42,HEALTHY_BEAR,-0.0009,True,-0.1841,4.460417811984606,TAKER,,0.10818,-0.1769,,2026-05-27T01:20:11.641006,-0.6853,2026-05-27T01:20:11.668454,-0.7677,4.04,-0.9692,4.04,-0.9692,,,False,,0.10963,5,500.0,True,20.0,0.10914,,,10000.0,2026-05-27T01:17:00,PLAYUSDT,C4,,,0.8539,0.0,0.3147,0.3587625984973468,2026-05-27T01:17:08.749071,2026-05-27T01:17:08.737088,0.08400998717243517,,,,,-0.9692,2026-05-27T01:25:37.276162,0.927,2026-05-27T01:47:04.353630,0.8171,2026-05-27T01:47:09.394927,0.8171,2026-05-27T01:47:09.394927,2.4755,2026-05-27T01:54:38.324476,2.3472,2026-05-27T01:55:16.657770,2.5213,2026-05-27T01:54:47.398905,2.4389,2026-05-27T01:55:12.624967,-96.92083562396942,-0.9692083562396943,,,0.01,-0.9696,0.3132,,0.0,38.23,3.2268,-0.0075,-0.9238,-1.0979,2.2556,-1.1254,-0.9696,,2026-05-27T01:26:12.570483,-0.9696,30.17,2.1731,0.01,-0.9696,0.11276,0.1079,2026-05-27T02:04:25.782158,2026-05-27T01:28:23.241389,0.01,,2.19,-1.2262,,,91625.4352208173,,,2026-05-27T01:19:34.446563,-0.3098,2026-05-27T01:25:37.275974,-0.9692,False,,False,,CLOSED,8.960417811984605,,,0,-0.4635,-1.179852024922115,2026-05-27T01:24:06.115915
,1.0,2.0,False,W2,,MANUAL,2026-05-26T22:59:02.934981,False,STRONG_BUY,,,,,85.54,1,SHORT,0.45,,NEVER,22.8097,1.5517,21.258,0.202,48.6,-0.259,26.9994,27.0427,0.1093,-0.0696,-0.0333,HEALTHY_BEAR,,37.7,32.0,33.4,37.2,32.0,-0.2124,37.8,-0.3539,-0.1296,-0.2121,0.151,0.0875,6.9983037607581995,-0.000432,0.3109,0.6443,BEARISH,35.641028770457936,TAKER_FALLBACK,-0.3186,64493327.962,0.8818,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,14.212713046065161,85.65,-0.1507,2.0,3.2,28.41,34.46,BEAR_EXHAUSTED,-0.211,False,-0.2845,6.989315863342164,TAKER,,85.54,0.0823,,,,,,,,,,,,False,,85.65,27,777.5893067509111,True,20.0,85.45,,,15551.786135018221,2026-05-26T22:42:32,AAVEUSDT,W2,,,0.1878,0.0,-0.2845,0.14361354349095484,2026-05-26T22:51:33.261957,,,,,,,,,,,,,,,,,,,,,,,5.985485744866306,0.03848744892002267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.57368517242523,,,,,,,True,,False,,CLOSED,13.987619624100365,,,0,0.151,-0.10168067717453695,2026-05-26T22:42:49.156720
,1.0,1.0,False,,,EMA13_CROSS_EXIT L1,2026-05-26T22:30:11.919591,False,STRONG_BUY,,,,,0.008523,1,SHORT,0.45,-0.46748378728922346,ENDED_NEG,27.8715,1.7749,26.0966,0.2888,78.4,-0.2527,20.9567,19.5945,0.1091,-0.1279,-0.0456,HEALTHY_BEAR,,35.5,32.8,33.4,35.5,46.9,-0.1608,10.8,-0.3349,-0.1531,-0.3294,0.1131,0.1002,3.6865854786897456,-0.000467,0.3433,0.8874,BEARISH,35.61392921779618,TAKER_FALLBACK,-0.5582,64350182.298271,1.2059,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.573909314114902,0.008481,-0.113,5.0,22.7,33.63,34.73,HEALTHY_BEAR,-0.1992,True,0.1603,3.7048423576079115,TAKER,,0.008523,-0.152,,2026-05-26T22:22:39.815733,-0.4675,2026-05-26T22:30:08.427296,-0.5619,6.94,-0.2669,7.94,-0.3141,,,False,,0.008481,26,409.62060874330507,True,20.0,0.00847,,,8192.412174866102,2026-05-26T22:11:12,PENGUUSDT,UNMATCHED,,,,0.0,,0.03976005188068143,,,,,,,,,,,,,,,,,,,,,,,,-47.962269876666134,-0.5854474708171045,,,,,,,,,,-0.1961,-0.373,-0.3966,,-0.4201,,,,,,,,,0.008523,0.008457,2026-05-26T22:30:12.253635,2026-05-26T22:56:30.835244,,,,,,,965972.4295326142,2026-05-26T22:15:42.181374,-0.0428,2026-05-26T22:15:26.049973,-0.1608,,,False,,False,,CLOSED,7.391427836297657,,,0,-0.2104,-0.5854474708171045,2026-05-26T22:30:08.962983
,1.0,1.0,False,,,STOP_LOSS_WIDE L1,2026-05-26T22:21:20.574363,False,VERY_STRONG,,,,,0.2466,1,SHORT,0.45,-0.8253246222948127,ENDED_NEG,32.8464,0.8758,31.9707,0.5806,81.1,-0.2428,18.9932,17.4722,0.1042,-0.07,-0.0363,HEALTHY_BEAR,,41.9,34.5,33.4,37.4,47.2,-0.1411,8.1,-0.7679,-0.2632,-0.5938,0.4323,0.1773,3.6865854786897456,-0.000467,0.5062,0.8163,BEARISH,32.526872446331446,TAKER_FALLBACK,-0.9917,51818180.3913,1.0308,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,12.576754913756178,0.2449,-0.4305,3.0,4.3,34.31,38.14,HEALTHY_BEAR,-0.1888,True,0.0757,3.7151869993492412,TAKER,,0.2468,-0.2365,,2026-05-26T22:21:06.584779,-0.8253,,,12.36,-0.5394,,,,,False,,0.2449,25,409.62060874330507,True,20.0,0.2446,,,8192.412174866102,2026-05-26T22:01:52,EIGENUSDT,,,,,0.0,,0.032554103715800226,,,,,,,,,,,,,,,,,,,,,,,,-70.96070727691801,-0.8661759902000756,,,,,,,,,,-1.8867,-0.9067,-1.1925,-1.1108,-1.5192,,,,,,,,,0.2497,0.2468,2026-05-26T22:36:35.795246,2026-05-26T22:21:20.915257,,,,,,,33452.070946778695,2026-05-26T22:15:42.177415,-0.376,2026-05-26T22:15:32.090075,-0.5394,,,True,,False,,CLOSED,7.401772478038987,,,0,-0.2365,-0.8661759902000756,2026-05-26T22:21:20.571384
,1.0,2.0,False,EXT_Ext0.4-0.6_L+Ext_QuietVol_L,,TRAILING_STOP L2,2026-05-26T20:31:00.660227,False,STRONG_BUY,,,,,0.4726,2,LONG,0.9,,RECOVERED,15.5295,0.8484,14.6812,0.521,18.9,-0.2856,20.7472,22.3193,0.1265,0.0732,0.0274,HEALTHY_BULL,,55.1,36.1,35.3,55.1,51.3,-0.2077,62.2,0.4001,0.1628,-0.2658,0.1356,0.1337,2.875994634307034,-0.000467,0.3055,0.3191,BULLISH,14.440537387802587,MAKER,-0.3329,89051715.6088,0.4688,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,24.88456867585842,0.47100000000000003,0.1357,5.0,90.4,58.15,58.61,CHOPPY_WEAK,-0.1346,True,0.2911,7.2128846322190725,TAKER,,0.4725,0.039,,,,,,5.01,-0.0418,,,,,False,,0.4742,24,798.8873984186205,True,20.0,0.47100000000000003,,,15977.747968372409,2026-05-26T20:10:34,TIAUSDT,C4,,,0.5046,0.0,0.3064,0.6160997876857709,2026-05-26T20:29:29.577733,2026-05-26T20:17:16.894092,0.08555307855625867,2026-05-26T20:28:57.252889,,,,,,0.7438,2026-05-26T21:02:39.133686,0.2342,2026-05-26T20:31:04.563739,0.1918,2026-05-26T20:31:14.621453,0.2342,2026-05-26T20:31:04.563739,0.1918,2026-05-26T20:31:14.621453,0.2767,2026-05-26T20:31:02.550550,0.2767,2026-05-26T20:31:02.550550,40.79566840344788,0.2553280254776955,,,39.56,0.1281,0.0856,,1.2746,28.72,1.2746,0.6164,0.2767,0.213,0.9561,0.0432,0.0856,,2026-05-26T20:35:04.900134,0.1493,32.54,0.4678,4.52,0.0856,0.4773,0.4702,2026-05-26T20:59:44.370252,2026-05-26T21:14:12.853802,36.56,,43.2,-0.2329,,,33923.03177998388,2026-05-26T20:30:06.097789,0.4251,2026-05-26T20:20:06.490432,0.2341,,,True,,False,,CLOSED,10.088879266526106,,0.2553280254776955,0,-0.0627,-0.25399681528662676,2026-05-26T20:13:00.778264
,1.0,1.0,False,,,TRAILING_STOP L1,2026-05-26T19:10:45.417824,False,STRONG_BUY,,,,,0.06716,1,SHORT,0.45,,NEVER,28.1879,0.0043,28.1836,0.9063,94.6,-0.3024,31.463,30.5761,0.196,-0.2428,-0.0804,STRONG_BEAR,,34.6,29.4,30.6,38.9,44.3,-0.4298,2.7,-1.125,-0.3141,-0.9118,0.6719,0.2202,3.609420944502952,5e-05,0.7773,0.5101,BEARISH,30.639917557537487,TAKER_FALLBACK,-1.603,69996620.45679,0.4981,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,17.14395803341491,0.06739,-0.6675,5.0,12.4,34.56,37.65,STRONG_BEAR,-0.4281,True,-0.4344,3.5863900644593807,TAKER,,0.06696,0.8652,,,,,,,,8.01,-0.2088,,,False,,0.06739,23,401.0467716114391,True,20.0,0.06665,,,8020.935432228782,2026-05-26T19:00:32,EDENUSDT,,,,1.3343,0.0,-0.4344,1.008579907998226,2026-05-26T19:10:45.408966,2026-05-26T19:04:37.976855,0.08814809318891377,2026-05-26T19:10:45.248059,,2026-05-26T19:10:45.408993,,,,0.2365,2026-05-26T19:11:52.950279,0.2661,2026-05-26T19:11:51.935961,0.2365,2026-05-26T19:11:52.950279,0.2068,2026-05-26T19:12:15.317113,0.2068,2026-05-26T19:12:15.317113,0.2068,2026-05-26T19:12:15.317113,0.281,2026-05-26T19:12:45.620031,43.98392242119607,0.5483640005935596,,,,,1.3049,,,4.29,1.3494,0.0584,0.5629,0.2661,0.37,0.3255,,,2026-05-26T19:41:05.836898,0.4739,26.78,0.4739,,,0.06741,0.06642,2026-05-26T19:15:03.194561,2026-05-26T19:55:41.670500,,,44.93,-0.1197,,,119022.63588408935,,,,,,,True,,False,,CLOSED,7.195811008962332,,0.5483640005935596,0,0.2297,-0.3423764653509268,2026-05-26T19:03:32.042459
,1.0,2.0,False,W1+W2,,EMA13_CROSS_EXIT L1,2026-05-26T19:27:33.541597,False,VERY_STRONG,,,,,0.136,1,SHORT,0.45,-0.5060036900368926,ENDED_NEG,30.513,0.665,29.848,0.4647,94.6,-0.2851,30.1805,30.2306,0.1942,-0.1263,-0.0635,STRONG_BEAR,,40.6,31.8,30.6,36.9,44.1,-0.4076,2.7,-0.5351,-0.1695,-0.5101,0.3363,0.0989,2.8875367556023614,5e-05,0.3541,0.6074,BEARISH,33.59566161398433,MAKER,-0.7976,62785414.9772,0.771,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,14.688590691603014,0.1355,-0.3352,5.0,16.1,34.82,43.55,STRONG_BEAR,-0.3979,True,0.1234,7.245479681954264,TAKER,,0.136,-0.1486,,2026-05-26T19:01:40.685361,-0.506,2026-05-26T19:01:56.137585,-0.6537,17.39,-0.4322,7.05,-0.2107,,,False,,0.1355,22,802.0935432228782,True,20.0,0.135,,,16041.870864457564,2026-05-26T18:48:09,ERAUSDT,W1+W2,,,0.4668,0.0,-0.1543,0.3061697416974173,2026-05-26T19:15:16.581996,2026-05-26T19:15:16.562469,0.08466789667897101,,,,,,,,,,,,,,,,,,,,,-69.3281118783595,-0.43216974169741723,,,0.01,-0.432,-0.6534,,0.0,17.69,-0.432,-0.8748,-0.5058,-0.5058,-1.17,-0.6534,-0.432,,2026-05-26T19:41:06.843143,-0.8748,12.98,-0.801,0.01,-0.432,0.1372,0.136,2026-05-26T19:45:15.379523,2026-05-26T19:27:33.869513,0.01,,0.0,-1.3176,,,118390.19088160562,,,,,,,False,,False,,CLOSED,10.133016437556625,,,0,-0.3231,-0.6536715867158636,2026-05-26T19:01:56.139751
,1.0,2.0,False,W1+W2+W4,,TRAILING_STOP L2,2026-05-26T18:45:34.971516,False,VERY_STRONG,,,,,0.4091,2,SHORT,0.9,,NEVER,33.2031,0.5668,32.6363,0.6205,78.9,-0.277,29.3016,30.2937,0.1857,-0.067,-0.0307,STRONG_BEAR,,42.6,33.6,30.6,44.1,38.1,-0.3879,5.3,-0.6223,-0.2182,-0.5583,0.3412,0.1149,2.8215516262193967,-0.000467,0.5211,0.5192,BEARISH,31.442868970500097,MAKER,-0.8478,217951413.51891,0.2574,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,13.29297123543492,0.41050000000000003,-0.3401,3.0,37.0,33.67,40.72,STRONG_BEAR,-0.4061,False,-0.5679,7.033258712616315,TAKER,,0.4093,0.4317,,,,,,,,,,,,False,,0.41050000000000003,21,783.7643406164991,True,20.0,0.4078,,,15675.286812329981,2026-05-26T18:41:04,ONDOUSDT,W1+W2+W4,,,1.0137,0.0,-0.3563,0.5950304506699233,2026-05-26T18:43:58.579769,2026-05-26T18:43:12.470465,,2026-05-26T18:43:58.560715,,,,,,0.0588,2026-05-26T18:46:14.055578,0.205,2026-05-26T18:45:39.750736,0.205,2026-05-26T18:45:39.750736,0.205,2026-05-26T18:45:40.762385,0.2293,2026-05-26T18:45:44.798834,0.2293,2026-05-26T18:45:44.798834,0.1806,2026-05-26T18:45:48.845119,35.96819617711195,0.229457978075526,,,,,0.9114,,,2.61,1.0819,0.3024,0.0101,-0.0874,0.8383,-0.1604,,,,,2.51,-0.2579,5.58,-0.2092,0.4115,0.4058,2026-05-26T18:48:12.008540,2026-05-26T19:26:13.639456,,,40.64,-0.3066,,,38185.83876328862,,,,,,,True,,False,,CLOSED,9.854810338835712,,0.229457978075526,0,0.1948,-0.1848574908647856,2026-05-26T18:41:37.303369
,1.5,2.0,False,C1,,STOP_LOSS_WIDE L1,2026-05-26T18:09:13.180514,False,VERY_STRONG,,,,,0.1361,1,SHORT,0.45,,ENDED_NEG,34.5116,1.2153,33.2963,0.4544,86.8,-0.289,34.155,33.1672,0.2112,-0.2403,-0.1194,STRONG_BEAR,,33.4,30.9,30.6,32.6,24.2,-0.4928,7.9,-0.6016,-0.2606,-0.648,0.2087,0.1511,11.616346920586789,-0.000467,0.6795,0.7981,BEARISH,38.01631528790874,TAKER_FALLBACK,-0.9905,63436975.9353,1.3072,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,12.56733690638468,0.1353,-0.2083,4.0,14.7,30.2,34.55,STRONG_BEAR,-0.4874,True,-0.0799,11.69361752094546,TAKER,,0.1362,-0.2369,,,,,,2.05,-0.5337,,,,,False,,0.1353,20,860.4701422656881,True,30.0,0.1353,,,25814.104267970644,2026-05-26T18:03:33,ERAUSDT,C1,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-195.0224096830191,-0.7554878048780369,,,8.48,-0.9769,-0.3856,,0.0,14.02,0.1317,-1.2726,-0.6813,-0.6813,-0.7552,-0.7552,-0.9769,,2026-05-26T18:25:17.326406,-1.2726,14.52,-1.2726,0.01,-0.7552,0.137,0.135,2026-05-26T18:23:14.623691,2026-05-26T18:46:43.270578,8.48,,37.5,-1.3465,,,190791.60582387765,,,,,,,True,,False,,CLOSED,23.30996444153225,,,0,-0.2369,-0.7554878048780369,2026-05-26T18:09:13.173502
,1.0,1.0,False,,,EMA13_CROSS_EXIT L1,2026-05-26T18:20:44.527745,False,STRONG_BUY,,,,,76108.7,1,SHORT,0.5,-0.2941382365067809,ENDED_NEG,26.3176,1.3511,24.9665,0.2084,89.5,-0.2256,26.3176,24.9665,0.2084,-0.4328,-0.1317,HEALTHY_BEAR,,28.7,32.3,40.1,31.9,47.4,-0.352,10.5,-0.4301,-0.1314,-0.1894,0.2535,0.093,3.5200683525733045,-0.000591,0.2663,1.4842,BEARISH,39.81320721729941,TAKER_FALLBACK,-0.3517,11278733405.65,1.493,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,15.528387457665433,75914.1,-0.2528,4.0,3.9,28.74,36.49,STRONG_BEAR,-0.4401,True,0.0823,3.5290917790699727,TAKER,,76108.7,-0.0833,,2026-05-26T18:17:51.440845,-0.2941,,,14.14,-0.2032,15.14,-0.1935,,,False,,75914.1,19,391.1187058414783,True,20.0,75809.5,,,7822.3741168295655,2026-05-26T17:30:08,BTCUSDT,W1,,,,0.0,,0.04784931916469512,,,,,,,,,,,,,,,,,,,,,,,,-27.101219013128603,-0.3464577199755925,,,0.01,-0.3462,0.0403,,0.0,1.47,0.1044,-0.3338,-0.4342,-0.4554,-0.1108,-0.5098,-0.3462,,2026-05-26T18:25:18.335110,-0.5011,41.8,0.0102,0.01,-0.3462,76258.9,75766.5,2026-05-26T18:22:13.178652,2026-05-26T18:58:40.934394,0.01,,37.93,-0.5442,,,0.10304244029540711,2026-05-26T17:49:28.906836,-0.3214,2026-05-26T17:49:12.796271,-0.2586,,,False,,False,,CLOSED,7.049160131643277,,,0,-0.1555,-0.38480776957112983,2026-05-26T17:49:31.127523
,1.0,2.0,True,W2,,TRAILING_STOP L3,2026-05-26T17:26:02.631227,False,VERY_STRONG,,,,,0.1261,3,SHORT,1.5,,NEVER,31.9209,0.4854,31.4355,0.5266,53.8,-0.181,23.227,23.3397,0.1959,-0.1233,-0.0356,HEALTHY_BEAR,,40.9,37.8,40.1,43.2,42.0,-0.2654,35.9,-0.6218,-0.1562,-0.4515,0.3961,0.0999,3.035105580321582,-0.000591,0.4017,0.6442,BEARISH,30.700816970890898,TAKER_FALLBACK,-0.7186,47460866.5359,0.7884,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,13.718783633820724,0.1274,-0.3945,2.0,4.8,32.89,41.02,HEALTHY_BEAR,-0.3365,False,-0.859,3.0088998021555393,TAKER,,0.1263,0.685,,,,,,,,,,,,False,,0.1274,18,337.2339533690647,True,20.0,0.1256,,,6744.679067381294,2026-05-26T17:18:28,MMTUSDT,W2,,,1.2462,0.0,-0.859,1.3235086342229383,2026-05-26T17:25:43.353544,2026-05-26T17:19:41.403861,0.06705651491366225,2026-05-26T17:23:53.350974,,2026-05-26T17:25:38.934848,,,,0.4595,2026-05-26T17:51:12.648092,0.4595,2026-05-26T17:51:16.690510,0.4595,2026-05-26T17:51:16.690510,0.4595,2026-05-26T17:56:32.179312,0.4595,2026-05-26T17:56:32.179312,0.4595,2026-05-26T17:56:35.216534,0.4595,2026-05-26T17:56:37.239041,52.19105720872806,0.7738108320251313,,,39.56,0.381,0.4595,,0.8519,31.64,2.2648,1.4799,0.9304,1.2444,0.5379,1.6368,0.381,,,,,,23.92,0.5379,0.1269,0.1244,2026-05-26T17:57:41.310726,2026-05-26T17:33:18.829404,39.56,,7.27,0.3025,,,52940.96599200387,,,,,,,True,,False,,CLOSED,6.044005382477121,,0.7738108320251313,0,0.3174,-0.24705651491364047,2026-05-26T17:19:02.139847
,1.0,2.0,True,W1+W2,,TRAILING_STOP L3,2026-05-26T17:37:13.972187,False,VERY_STRONG,,,,,83.48,3,SHORT,1.5,-0.45432580756380675,RECOVERED,33.5332,1.8436,31.6895,0.3823,76.9,-0.1634,27.0333,26.2167,0.284,-0.2733,-0.1116,HEALTHY_BEAR,,35.9,35.8,38.5,38.9,36.9,-0.4037,20.5,-0.5076,-0.1792,-0.3113,0.2213,0.1138,2.3176189261219777,-0.000591,0.4709,1.0958,BEARISH,39.79796846004911,MAKER,-0.4561,1479187901.3191,1.0029,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,10.738965285868826,84.111,-0.2208,3.0,13.4,33.02,37.79,STRONG_BEAR,-0.4376,True,-0.4926,5.751958136604758,TAKER,,83.5,0.0373,,2026-05-26T16:36:15.475355,-0.4543,,,21.27,-0.4186,3.06,-0.2402,,,False,,84.111,17,643.7830350338827,True,20.0,83.08,,,12875.660700677654,2026-05-26T16:15:15,SOLUSDT,W1+W2,,,0.8367,0.0,-0.4756,1.1633127890525683,2026-05-26T17:31:43.884791,2026-05-26T17:19:40.747009,,2026-05-26T17:21:49.406676,,2026-05-26T17:30:06.808285,,,,,,,,,,,,,,,,0.497,2026-05-26T18:04:28.490549,85.46193115990883,0.6637479283328034,,,38.52,0.39,0.1522,,0.7229,44.99,0.8299,0.4375,0.6278,0.604,0.4613,0.7466,0.4138,,,,28.37,0.5445,12.73,0.4019,83.99,83.36,2026-05-26T18:22:13.178652,2026-05-26T17:41:56.152433,38.45,,4.7,0.0809,,,153.0793915264074,2026-05-26T16:50:12.175006,-0.1689,2026-05-26T16:35:03.183322,-0.3354,,,True,,False,,CLOSED,8.069577062726736,,0.6637479283328034,0,-0.1628,-0.5019034133466488,2026-05-26T16:36:36.871036
,1.0,2.0,True,W2,,TRAILING_STOP L2,2026-05-26T17:37:47.791000,False,VERY_STRONG,,,,,51.78,2,SHORT,1.0,-0.28209869431643897,RECOVERED,33.3355,1.6781,31.6575,0.2736,74.4,-0.159,26.451,26.2167,0.2667,-0.2311,-0.1069,HEALTHY_BEAR,,36.9,36.4,38.5,38.9,36.9,-0.3986,20.5,-0.4232,-0.1518,-0.2589,0.1936,0.0964,8.24707330391915,-0.000591,0.373,0.704,BEARISH,35.779984195719784,TAKER_FALLBACK,-0.3841,54645625.84,1.057,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,10.343002009018448,52.08,-0.1932,4.0,3.6,33.91,39.79,STRONG_BEAR,-0.4403,True,-0.3814,8.201150660713763,TAKER,,51.79,0.0183,,2026-05-26T17:02:15.221930,-0.2821,,,11.49,-0.2245,12.49,-0.2245,,,False,,52.08,16,916.341478213239,True,20.0,51.58,,,18326.82956426478,2026-05-26T16:11:53,LTCUSDT,W2,,,0.4477,0.0,-0.5301,0.8704934715821813,2026-05-26T17:33:23.323944,2026-05-26T17:20:28.373728,,2026-05-26T17:23:52.674231,,,,,,,,,,,,,,,,,,,,85.60209426956007,0.4670862135176635,,,30.82,0.2364,-0.0132,,0.582,44.84,0.6396,0.39,0.4476,0.5052,0.2364,0.582,0.2364,,,,16.21,0.3132,16.21,0.3132,52.07,51.7,2026-05-26T18:22:38.364016,2026-05-26T17:41:57.224385,30.82,,4.16,-0.0708,,,351.8976490834251,2026-05-26T16:50:12.172837,-0.1092,2026-05-26T16:35:03.180688,-0.2821,,,True,,False,,CLOSED,16.448223964632913,,0.4670862135176635,0,-0.1059,-0.41656778033794484,2026-05-26T16:36:38.278788
